SMILES,MF
NC(=O)c1cccc(c1)[S](N)(=O)=O,C7H8N2O3S
CCOC(=O)C1=CNC(=S)NC1=O,C7H8N2O3S
CC1=C(CC(=O)O)C(=O)NC(=O)N1,C7H8N2O4
NC(=S)Nc1ccccc1,C7H8N2S
CN1C(=O)N(C)c2nc[nH]c2C1=O,C7H8N4O2
Cn1cnc2N(C)C(=O)NC(=O)c12,C7H8N4O2
OCN1C=NC2=C(C=N[N]2CO)C1=O,C7H8N4O3
[Na+].Cc1cc(ccc1N)[S]([O-])(=O)=O,C7H8NNaO3S
Cc1ccccc1O,C7H8O
Cc1cccc(O)c1,C7H8O
c1ccccc1OC,C7H8O
OCc1ccccc1,C7H8O
Cc1ccc(O)cc1,C7H8O
OCc1ccccc1O,C7H8O2
COc1ccccc1O,C7H8O2
COc1ccc(O)cc1,C7H8O2
Cc1c(O)cccc1O,C7H8O2
OCc1cccc(O)c1,C7H8O2
Cc1cc(O)ccc1O,C7H8O2
OCc1ccc(O)cc1,C7H8O2
CSc1cc(O)cc(O)c1,C7H8O2S
CCC1=C(O)C(=O)C=CO1,C7H8O3
OCc1cc(O)ccc1O,C7H8O3
COCc1oc(C=O)cc1,C7H8O3
Cc1ccc(cc1)[S](O)(=O)=O,C7H8O3S
CO[S](=O)(=O)c1ccccc1,C7H8O3S
CC1=C(S(=O)(=O)O)C=CC(O)=C1,C7H8O4S
OC(=O)CC1(CC(O)=O)OCOC1=O,C7H8O7
CSc1ccccc1,C7H8S
CC(C)C1(Br)C(=O)NC(=O)NC1=O,C7H9BrN2O3
OCC1OC2OC(C(Cl)(Cl)Cl)OC2C1O,C7H9Cl3O5
CCC(=O)NC1=NC(=C(Cl)S1)C,C7H9ClN2OS
[I-].CN1C=CC=C\C1=C/[NH+]=O,C7H9IN2O
Cc1cccc(C)n1,C7H9N
CNc1ccccc1,C7H9N
Cc1cccnc1C,C7H9N
CCc1ccccn1,C7H9N
Cc1cccc(N)c1,C7H9N
Cc1ccnc(C)c1,C7H9N
CCc1cccnc1,C7H9N
Cc1ccc(C)nc1,C7H9N
Cc1ccncc1C,C7H9N
Cc1cncc(C)c1,C7H9N
Cc1ccc(N)cc1,C7H9N
CCc1ccncc1,C7H9N
c1ccccc1CN,C7H9N
Cc1ccccc1N,C7H9N
Cc1cc(C)nc(n1)C(N)=O,C7H9N3O
c1ccccc1NC(=O)NN,C7H9N3O
NC(=S)NS(=O)(=O)C1=CC=C(N)C=C1,C7H9N3O2S2
NC(=O)NS(=O)(=O)C1=CC=C(N)C=C1,C7H9N3O3S
CN(C)c1[nH]c2cncnc2n1,C7H9N5
CN(C)C1=NC=NC2=C1N=C[NH]2,C7H9N5
CC1(CCCC1=O)C#N,C7H9NO
Nc1ccccc1.C=O,C7H9NO
COc1ccccc1N,C7H9NO
Cc1cc(C)c[n+]([O-])c1,C7H9NO
COc1ccc(N)cc1,C7H9NO
Cc1ccc(NO)cc1,C7H9NO
Cc1cc(O)ccc1N,C7H9NO
O=C1NC(=O)C2CCCC12,C7H9NO2
Cc1ccccc1[S](N)(=O)=O,C7H9NO2S
Cc1cccc(c1)[S](N)(=O)=O,C7H9NO2S
Cc1ccc(cc1)[S](N)(=O)=O,C7H9NO2S
NC(Cc1sccc1)C(O)=O,C7H9NO2S
Cc1ccc(N)c(c1)[S](O)(=O)=O,C7H9NO3S
CC1=C(C=C(N)C=C1)[S](O)(=O)=O,C7H9NO3S
N[S](=O)(=O)C1=CC2=C(S1)C(O)CCS2,C7H9NO3S3
N[S](=O)(=O)C1=CC2=C(SCCC2O)S1,C7H9NO3S3
COc1ccc(cc1N)[S](O)(=O)=O,C7H9NO4S
N[S](=O)(=O)C1=CC2=C(S1)[S](=O)(=O)CCC2,C7H9NO4S3
N[S](=O)(=O)C1=CC2=C(S1)[S](=O)CCC2O,C7H9NO4S3
N[S](=O)(=O)C1=CC2=C(S1)C(O)CC[S]2=O,C7H9NO4S3
N[S](=O)(=O)C1=CC2=C(CC(O)C[S]2(=O)=O)S1,C7H9NO5S3
N[S](=O)(=O)C1=CC2=C(S1)[S](=O)(=O)CC(O)C2,C7H9NO5S3
NS(=O)(=O)C1=CC2=C(S1)S(=O)(=O)CCC2O,C7H9NO5S3
N[S](=O)(=O)C1=CC2=C(S1)C(O)CC[S]2(=O)=O,C7H9NO5S3
CC1(C)OC(=O)C[C@@H]1C([O-])=O,C7H9O4-
CCCCCCCCCCCCCCCc1cccc(O)c1.CCCCCCC\C=C/CCCCCCc2cccc(O)c2.CCCC/C=C\C\C=C/CCCCCCc3cccc(O)c3.Oc4cccc(CCCCCC\C=C/C/C=C\CCC=C)c4,C84H132O4
CCCCCCCCCCCCCCCCCC(=O)NCCNCCNC(=O)CCCCCCCCCCCCCCCCC.CCCCCCCCCCCCCCCCCC(=O)NCCN1CCN=C1CCCCCCCCCCCCCCCCC.CC(O)=O.CC(O)=O,C84H168N6O7
CC(=O)[C@H]1CCC(=CCCC=C(C)CCC1=C)C.CC(=O)[C@@H]2CCC(=CCCC=C(C)CCC2=C)C.CC(=O)[C@H]3CCC(=CCCC=C(C)CC=C3C)C.CC(=O)[C@@H]4CCC(=CCCC=C(C)CC=C4C)C.CC/5=C/CC\C=C(C)/CC/C(=C(/C)CC5)C(C)=O,C85H130O5
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br,C8BrF17
Clc1c(Cl)c(C#N)c(Cl)c(C#N)c1Cl,C8Cl4N2
Clc1c(Cl)c(Cl)c2C(=O)OC(=O)c2c1Cl,C8Cl4O3
FC(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C1(F)F,C8F16
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C8F18
c1ccccc1CC,C8H10
Cc1cccc(C)c1,C8H10
Cc1ccc(C)cc1,C8H10
Cc1ccccc1C,C8H10
COc1cc(Cl)c(OC)cc1N,C8H10ClNO2
[H+].[Cl-].Cc1ncc(CO)c(C=O)c1O,C8H10ClNO3
CCCNC(=O)N1C=C(F)C(=O)NC1=O,C8H10FN3O3
CN(Cc1ccccc1)N=O,C8H10N2O
CNC(=O)C1=CC=C(N)C=C1,C8H10N2O
Cc1ccc(cc1N)C(N)=O,C8H10N2O
O=C(Nc(ccc(N)c1)c1)C,C8H10N2O
NC(=O)NCc1ccccc1,C8H10N2O
COC1=CC=C(C(=O)NN)C=C1,C8H10N2O2
COc1ccc(NC(N)=O)cc1,C8H10N2O2
CS(=O)(=O)C1=CC=C(C(=N)N)C=C1,C8H10N2O2S
O=C2NC(=O)C1(CCCC1)C(=O)N2,C8H10N2O3
NCCc1ccc(O)c(c1)[N+]([O-])=O,C8H10N2O3
CC1(CC=C)C(=O)NC(=O)NC1=O,C8H10N2O3
OCCNc1ccccc1[N+]([O-])=O,C8H10N2O3
CCOc1ccc(cc1N)[N+]([O-])=O,C8H10N2O3
CC(=O)Nc1ccc(cc1)[S](N)(=O)=O,C8H10N2O3S
CC(=O)N[S](=O)(=O)C1=CC=C(N)C=C1,C8H10N2O3S
CC1=C(N2C(SC1)C(N)C2=O)C(O)=O,C8H10N2O3S
CC(=O)Nc1ccc(N)c(c1)[S](O)(=O)=O,C8H10N2O4S
COC(=O)N[S](=O)(=O)C1=CC=C(N)C=C1,C8H10N2O4S
[Na+].CN(C)c1ccc(cc1)N=N[S]([O-])(=O)=O,C8H10N3NaO3S
C[N]1C=NC2=C1C(=O)N(C)C(=O)N2C,C8H10N4O2
CN1C(=O)N(C)c2nc(C)[nH]c2C1=O,C8H10N4O2
NNC(=O)C1=CC=C(C(=O)NN)C=C1,C8H10N4O2
CN1C(=O)N(C)C2=C([N](CO)C=N2)C1=O,C8H10N4O3
CCN(/N=C/c1oc(cc1)[N+]([O-])=O)C(N)=O,C8H10N4O4
NC(=O)N(CCO)/N=C/c1oc(cc1)[N+]([O-])=O,C8H10N4O5
CC(=O)NC1=CC=C(OP(O)(=O)O)C=C1,C8H10NO5P
CO[P](=S)(OC)OC1=CC=C(C=C1)[N+]([O-])=O,C8H10NO5PS
Cc1ccc(O)cc1C,C8H10O
OCCc1ccccc1,C8H10O
CCc1ccccc1O,C8H10O
Cc1ccc(O)c(C)c1,C8H10O
CC1=CC=CC=C1CO,C8H10O
Cc1cccc(CO)c1,C8H10O
Cc1ccc(CO)cc1,C8H10O
CC(O)c1ccccc1,C8H10O
COc1ccc(C)cc1,C8H10O
Cc1cccc(O)c1C,C8H10O
CCC1=CC=C(O)C=C1,C8H10O
Cc1cccc(C)c1O,C8H10O
CCOc1ccccc1,C8H10O
Cc1cc(C)cc(O)c1,C8H10O
COCc1ccccc1,C8H10O
COc1ccccc1C,C8H10O
Cc1ccc(C)c(O)c1,C8H10O
Cc1ccc(O)c(CO)c1,C8H10O2
CCOC1=CC=C(O)C=C1,C8H10O2
OCc1cccc(CO)c1,C8H10O2
COc1ccc(CO)cc1,C8H10O2
OCCOc1ccccc1,C8H10O2
OCc1ccccc1CO,C8H10O2
OCc1ccc(CO)cc1,C8H10O2
COc1ccc(OC)cc1,C8H10O2
COc1ccccc1OC,C8H10O2
CCOc1ccccc1O,C8H10O2
Cc1ccc(cc1)[S](C)(=O)=O,C8H10O2S
O=C1OC(=O)C2CCCCC12,C8H10O3
CC(=C)C(=O)OC(=O)C(C)=C,C8H10O3
COc1cccc(OC)c1O,C8H10O3
CCO[S](=O)(=O)c1ccccc1,C8H10O3S
Cc1cccc(c1C)[S](O)(=O)=O,C8H10O3S
O=S(=O)(O)CCSC1=CC=CC=C1,C8H10O3S2
CC(SC1=CC=CC=C1)S(=O)(=O)O,C8H10O3S2
OC(=O)C1CCC(=CC1)C(O)=O,C8H10O4
COC(=CC(O)=O)C(=O)C(C)=C,C8H10O4
OC(=O)C1C2CCC(O2)C1C(O)=O,C8H10O5
OC(=O)CCC(=O)OOC(=O)CCC(O)=O,C8H10O8
OC(=O)CC(C(CC(O)=O)C(O)=O)C(O)=O,C8H10O8
OC(=O)CC(SC(CC(O)=O)C(O)=O)C(O)=O,C8H10O8S
CC(C)N1C(=O)NC(=C(Br)C1=O)C,C8H11BrN2O2
ClC(Cl)C(=O)N(CC=C)CC=C,C8H11Cl2NO
O(C(OC(C1O)C(O)CO)C1O2)C2C(Cl)(Cl)Cl,C8H11Cl3O6
OCC(O)[C@H]1OC2O[C@@H](O[C@@H]2[C@H]1O)C(Cl)(Cl)Cl,C8H11Cl3O6
CCCCc1[nH]c(Cl)c(C=O)n1,C8H11ClN2O
[Cl].COc1cc(CN)ccc1O,C8H11ClNO2
Cc1cccc(C)c1N,C8H11N
Cc1ccc(C)c(C)n1,C8H11N
Cc1cc(C)cc(N)c1,C8H11N
CC(N)c1ccccc1,C8H11N
CCNc1ccccc1,C8H11N
C[C@H](N)c1ccccc1,C8H11N
CNc1cccc(C)c1,C8H11N
Cc1ccc(N)c(C)c1,C8H11N
NCCc1ccccc1,C8H11N
CCc1ccc(C)nc1,C8H11N
CNCc1ccccc1,C8H11N
CCc1cccc(C)n1,C8H11N
Cc1cc(C)nc(C)c1,C8H11N
Cc1cc(C)c(C)cn1,C8H11N
Cc1ccc(N)cc1C,C8H11N
CN(C)c1ccccc1,C8H11N
CCC1(C(=O)NC(=NC1=O)[O-])CC,C8H11N2O3-
OC(=O)CN(CCC#N)CCC#N,C8H11N3O2
N[C+](N)N.[O-]C(=O)c1ccccc1,C8H11N3O2
Nc1ccc(NCCO)c(c1)[N+]([O-])=O,C8H11N3O3
Nc1ncc2ncn(COCCO)c2n1,C8H11N5O2
C[N]1C=NC2=C1C(=NC(=O)N2)NCCO,C8H11N5O2
NC1=NC2=C(N=C[N]2COCCO)C(=O)N1,C8H11N5O3
NCCc1ccc(O)cc1,C8H11NO
COc1ccc(C)cc1N,C8H11NO
OCCNc1ccccc1,C8H11NO
NCC(O)c1ccccc1,C8H11NO
CCOc1ccc(N)cc1,C8H11NO
NCCC1=CC(=C(O)C=C1)O,C8H11NO2
COc1ccc(OC)c(N)c1,C8H11NO2
Cc1cc(C)c(N)c(c1)[S](O)(=O)=O,C8H11NO3S
CN(C)c1cccc(c1)[S](O)(=O)=O,C8H11NO3S
COC1=C(S(N)(=O)=O)C=C(C)C=C1,C8H11NO3S
N[S](=O)(=O)c1ccc(SCCO)cc1,C8H11NO3S2
Nc1ccc(cc1)[S](=O)(=O)CCO[S](O)(=O)=O,C8H11NO6S2
Nc1cccc(c1)[S](=O)(=O)CCO[S](O)(=O)=O,C8H11NO6S2
Cc1ccc(c(C)c1)[P](O)(O)=O,C8H11O3P
C=CC1CCC=CC1,C8H12
C\1C\C=C/CC\C=C1,C8H12
ClCC(=O)N(CC=C)CC=C,C8H12ClNO
[H+].[Cl-].Cc1ncc(CO)c(CO)c1O,C8H12ClNO3
CCCCNC(=O)OCC#CI,C8H12INO2
N#CCCCCCCC#N,C8H12N2
NCc1ccc(CN)cc1,C8H12N2
Nc1ccc(OCCO)c(N)c1,C8H12N2O2
CCC1(CC)C(=O)NC(=S)NC1=O,C8H12N2O2S
CCC1(CC)C(=O)NC(=O)NC1=O,C8H12N2O3
CC1(C)S[C@@H]2[C@H](N)C(=O)N2[C@H]1C(O)=O,C8H12N2O3S
CCC1(CCO)C(=O)NC(=S)NC1=O,C8H12N2O3S
OC(=O)CC[C@H](NCCC#N)C(O)=O,C8H12N2O4
CC(O)c1cc(N)ccc1N.[O-][S]([O-])(=O)=O,C8H12N2O5S-2
CC(C)(N=NC(C)(C)C#N)C#N,C8H12N4
NC(=O)c1ncn(n1)[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O,C8H12N4O5
OC1(CCCCC1)C#C,C8H12O
CC1(C)CC(=O)CC(=O)C1,C8H12O2
COC(=O)C=C1CCCC1,C8H12O2
C=CC(=O)OCC1CCCO1,C8H12O3
CC(=O)OCC(=C)COC(C)=O,C8H12O4
OC(=O)C1CCCCC1C(O)=O,C8H12O4
CC(=O)OC[C@@H](OC(C)=O)C=C,C8H12O4
CCCCOC(=O)\C=C/C(O)=O,C8H12O4
CCOC(=O)\C=C/C(=O)OCC,C8H12O4
OC(=O)C1CCC(CC1)C(O)=O,C8H12O4
COC(=O)CC(C(C)=O)C(=O)OC,C8H12O5
CCOC1=C(O)C(=O)O[C@@H]1[C@@H](O)CO,C8H12O6
CC(CC(C)(C(O)=O)C(O)=O)C(O)=O,C8H12O6
CCO[P](=S)(OCC)Oc1cnccn1,C8H13N2O3PS
CCC1(CC)C(=NC(=O)NC1=O)N,C8H13N3O2
CCC(CC)(C#N)C(=O)NC(N)=O,C8H13N3O2
C=CN1CCCCCC1=O,C8H13NO
COC(=O)C1=CCCN(C)C1,C8H13NO2
CCOC(=O)N1CCC(=O)CC1,C8H13NO3
C1CCC\C=C/CC1,C8H14
CC(C)=CC=C(C)C,C8H14
CCCCCCC#C,C8H14
C=CCCCCC=C,C8H14
CC(C)C(Br)C(=O)NC(C)C(O)=O,C8H14BrNO3
[H+].[H+].[Cl-].[Cl-].Nc1ccc(OCCO)c(N)c1,C8H14Cl2N2O2
CCNC1=NC(Cl)=NC(NC(C)C)=N1,C8H14ClN5
CCN(CC)C(=S)SCC(Cl)=C,C8H14ClNS2
ICC1CCC(CI)CC1,C8H14I2
CC1CCC(C)C(=NO)C1=NO,C8H14N2O2
CCC1CCC(=NO)C(=NO)C1,C8H14N2O2
CC(C)CC1NC(=O)CNC1=O,C8H14N2O2
CC(C)C(NCCC#N)C(=O)O,C8H14N2O2
CNC(=O)O/N=C/C1(C)SCC(C)S1,C8H14N2O2S2
CSC1=NN=C(C(=O)N1N)C(C)(C)C,C8H14N4OS
C=COC1CCCCC1,C8H14O
CCCC=C(CC)C=O,C8H14O
CCC\C=C(/CC)C=O,C8H14O
C=CCCCCCC=O,C8H14O
CC(C)CC(C)(O)C#C,C8H14O
CC(C)=CCCC(C)=O,C8H14O
C=COCCCCOC=C,C8H14O2
CC(C)(C)C(=O)CC(=O)C,C8H14O2
CC(=C)C(=O)OC(C)(C)C,C8H14O2
OC(=O)CCC1CCCC1,C8H14O2
CCC(C)COC(=O)C=C,C8H14O2
C1CCCCC1OC(=O)C,C8H14O2
CCCCOC(=O)C(C)=C,C8H14O2
CCCCC(=O)CC(=O)C,C8H14O2
OC(=O)CC1CCCCC1,C8H14O2
CC(C)COC(=O)C(C)=C,C8H14O2
CC(=O)C(CCC)C(=O)C,C8H14O2
CC(C)CC(=O)CC(=O)C,C8H14O2
CC\C=C/CCOC(C)=O,C8H14O2
OC(=O)CSC1CCCCC1,C8H14O2S
OC(=S)CCCCCCC(O)=S,C8H14O2S2
OC(=O)CCCCC1CCSS1,C8H14O2S2
CC/C=C/CCOC(=O)OC,C8H14O3
C=COCCOCCOC=C,C8H14O3
CC(C)C(=O)OC(=O)C(C)C,C8H14O3
CCOCCOC(=O)C(C)=C,C8H14O3
CCC(CCC(O)=O)C(C)=O,C8H14O3
CCOC(=O)CCCCC(O)=O,C8H14O4
COC(=O)CCCCC(=O)OC,C8H14O4
CCCCCC(C(O)=O)C(O)=O,C8H14O4
COC1COC2C(COC12)OC,C8H14O4
CCC(CC)(CC(O)=O)C(O)=O,C8H14O4
CCC(C(CC)C(O)=O)C(O)=O,C8H14O4
CCOC(=O)CCC(=O)OCC,C8H14O4
CC1CC(OC(C)O1)OC(C)=O,C8H14O4
CCOC(=O)CC1(C)OCCO1,C8H14O4
OCCOCC#CCOCCO,C8H14O4
OC(=O)CCCCCCC(O)=O,C8H14O4
CCC(SC(CC)C(=O)O)C(=O)O,C8H14O4S
CSC(CCC(SC)C(=O)O)C(=O)O,C8H14O4S2
OC(=O)CCC[Se][Se]CCCC(O)=O,C8H14O4Se2
CC(O)(CCC(C)(O)C(O)=O)C(O)=O,C8H14O6
[Mo].CCCCC(CC)C([O-])=O,C8H15MoO2-
CCO[P](=O)(OCC)Oc1cc(C)[nH]n1,C8H15N2O4P
CC(C)CNC(=O)N1CCNC1=O,C8H15N3O2
CCNC1=NC(=O)N=C(NC(C)C)N1,C8H15N5O
CNc1nc(NC(C)C)nc(OC)n1,C8H15N5O
CCNc1nc(NCC)nc(OC)n1,C8H15N5O
CCNC1=NC(=NC(=N1)NCC)SC,C8H15N5S
CSc1nc(nc(n1)N(C)C)N(C)C,C8H15N5S
CNc1nc(NC(C)C)nc(SC)n1,C8H15N5S
N\C(CCSCc1csc(\N=C(\N)N)n1)=N\S(=O)(N)=O,C8H15N7O2S3
CCCCC(=CC)C(N)=O,C8H15NO
CC(=O)CC1CCCCN1,C8H15NO
O=C1CCCCCCCN1,C8H15NO
NCC1CCC(CC1)C(O)=O,C8H15NO2
CCCC1OC1(CC)C(N)=O,C8H15NO2
CN(C)CCOC(=O)C(C)=C,C8H15NO2
CCCCOCNC(=O)C=C,C8H15NO2
CC(=O)NC(CC(C)C)C(=O)O,C8H15NO3
CCCCC(NC(C)=O)C(O)=O,C8H15NO3
CC(C)C[C@@H](NC(C)=O)C(O)=O,C8H15NO3
CC(C)C[C@H](NC(C)=O)C(O)=O,C8H15NO3
CCN(CC)C(=O)CCC(O)=O,C8H15NO3
CCC(C)C(NC(C)=O)C(=O)O,C8H15NO3
CC[C@H](C)[C@@H](NC(C)=O)C(O)=O,C8H15NO3
[Na+].CCCCC(CC)C([O-])=O,C8H15NaO2
CC1CCC(C)(C)C1,C8H16
C1CCCCCCC1,C8H16
CC1CCC(C)CC1,C8H16
CCC1CCCCC1,C8H16
CC(=C)CC(C)(C)C,C8H16
CCC=C.C\C=C\C,C8H16
CC(C)CCCC=C,C8H16
C[C@H]1CCCC[C@H]1C,C8H16
C/C1CCCCC1\C,C8H16
CCCC1CCCC1,C8H16
C[C@H]1CCCC[C@@H]1C,C8H16
CCCCCCC=C,C8H16
CCCC(Br)(CCC)C(N)=O,C8H16BrNO
ClCC[S](=O)(=O)CCOCC[S](=O)(=O)CCCl,C8H16Cl2O5S2
[Mn++].CCCCC(CC)C(O)=O,C8H16MnO2+2
CN(C)C(=O)CCC(=O)N(C)C,C8H16N2O2
CCCC(=O)NNC(=O)CCC,C8H16N2O2
CCC(=O)NCCNC(=O)CC,C8H16N2O2
CCOC(=O)N1CCN(C)CC1,C8H16N2O2
O=S(=O)(N1CCCC1)N1CCCC1,C8H16N2O2S
C1CN(CCO1)SSN2CCOCC2,C8H16N2O2S2
CC(C)CC(NC(=O)CN)C(=O)O,C8H16N2O3
NC(CCSSCCC(N)C(=O)O)C(=O)O,C8H16N2O4S2
NC(CSCCSCC(N)C(=O)O)C(=O)O,C8H16N2O4S2
[Na+].[O-][S](=O)(=O)CCNC1CCCCC1,C8H16NNaO3S
CCO[P](=O)(OCC)N=C1SCC(C)S1,C8H16NO3PS2
CO[P](=O)(OC)OC(/C)=C/C(=O)N(C)C,C8H16NO5P
CCCCC(CC)C=O,C8H16O
OCCCCCCC=C,C8H16O
CCCCCCCC=O,C8H16O
CCC(C)CC(=O)CC,C8H16O
CCCCCCC(C)=O,C8H16O
OC1CCCCCCC1,C8H16O
CCCCCC(O)C=C,C8H16O
CCCCCC(=O)CC,C8H16O
CC(C)COC(=O)C(C)C,C8H16O2
CCCC(CCC)C(O)=O,C8H16O2
CCCCCOC(=O)CC,C8H16O2
CC1(C)C(O)C(C)(C)C1O,C8H16O2
CCC(=O)OCCC(C)C,C8H16O2
CCCCOC(=O)CCC,C8H16O2
O=C(O)CCCCCCC,C8H16O2
CCC(CC)COC(C)=O,C8H16O2
CC(C)CC(C)OC(C)=O,C8H16O2
CCCCCC(=O)OCC,C8H16O2
CCCC(C)C(=O)OCC,C8H16O2
CCCCCCOC(C)=O,C8H16O2
CCCCC(CC)C(O)=O,C8H16O2
COC(C)(C)CCOC(C)=O,C8H16O3
CCCCCOC(=O)C(C)O,C8H16O3
CCCCOCCC(=O)OC,C8H16O3
CCCCOC(=O)CCOC,C8H16O3
CC(C)C(=O)OOC(C)(C)C,C8H16O3
CC(C)COC(=O)C(C)(C)O,C8H16O3
CCCCOCCOC(C)=O,C8H16O3
COC(OC)\C=C/C(OC)OC,C8H16O4
CCOCCOCCOC(C)=O,C8H16O4
CC1OC(C)OC(C)OC(C)O1,C8H16O4
COC1(C)COC(C)(CO1)OC,C8H16O4
CCCCCCCCBr,C8H17Br
CCCCCCCCCl,C8H17Cl
CCCCC(CC)CCl,C8H17Cl
ClCCN(CCCl)[P]1(=O)NCCCCO1,C8H17Cl2N2O2P
CCCCCCCC[Sn](Cl)(Cl)Cl,C8H17Cl3Sn
CCC[C@H]1CCCCN1,C8H17N
CCCC1CCCNC1,C8H17N
CN(C)C1CCCCC1,C8H17N
[Na+].OCCN1CCN(CC1)CC[S]([O-])(=O)=O,C8H17N2NaO4S
[Na+].O[S](=O)(=O)CCN1CCN(CC1)CC[S]([O-])(=O)=O,C8H17N2NaO6S2
CCC(C)C\C(CC)=N\O,C8H17NO
CC(C)CN1CCOCC1,C8H17NO
NC(=O)OCCCCCCC,C8H17NO2
CCCCCNC(=O)C(C)O,C8H17NO2
CCOC(=O)[C@@H](N)CC(C)C,C8H17NO2
CCCCC(CC)CO[N+]([O-])=O,C8H17NO3
[Na+].CCCCC(CC)CO[S]([O-])(=O)=O,C8H17NaO4S
[Na+].CCCCCCCCO[S]([O-])(=O)=O,C8H17NaO4S
CCCCCCCC,C8H18
CC(C)C(C)C(C)C,C8H18
CCCCC(C)(C)C,C8H18
CC(C)(C)C(C)(C)C,C8H18
CCCCC(C)CC,C8H18
CCC(C)C(C)(C)C,C8H18
CC(C)CC(C)(C)C,C8H18
CCCCCC(C)C,C8H18
CCCC[Sn](Cl)(Cl)CCCC,C8H18Cl2Sn
[Cl-].CCN(CCC[NH+](C)C)C#N,C8H18ClN3
CCC(CC)(CC)NC(N)=O,C8H18N2O
CCCCN(CCCC)N=O,C8H18N2O
C(CCCCO[N+](=O)O)CCCO[N+](=O)O,C8H18N2O6+2
CCCCCCC(CO[N+](=O)O)O[N+](=O)O,C8H18N2O6+2
CC1CN(C(=N)N)C(C)CN1C(=N)N,C8H18N6
CNC(=O)CCSCCS[P](=O)(OC)OC,C8H18NO4PS2
CNC(=O)C(C)SCCS[P](=O)(OC)OC,C8H18NO4PS2
[Na+].CCC(C)O[P]([S-])(=S)OC(C)CC,C8H18NaO2PS2
[Na+].CC(C)CO[P]([S-])(=S)OCC(C)C,C8H18NaO2PS2
CCCCC(CC)CO,C8H18O
CCCCC(C)C(C)O,C8H18O
CCCC(C)C(O)CC,C8H18O
CC(C)CCCCCO,C8H18O
CCCCCC(O)CC,C8H18O
CCCCCC(C)(C)O,C8H18O
CCCCCC(C)CO,C8H18O
CCCC(O)CC(C)C,C8H18O
CCCCOCCCC,C8H18O
CCCCC(O)C(C)C,C8H18O
CCC(C)CC(O)CC,C8H18O
CCCC(C)(O)CCC,C8H18O
CCCCCCC(C)O,C8H18O
CCCCCCCCO,C8H18O
CCCC(O)C(C)CC,C8H18O
CC(C)COC(C)(C)C,C8H18O
CCCCC(C)(O)CC,C8H18O
CCC(O)CCC(C)C,C8H18O
CCCC(C)CC(C)O,C8H18O
CCC(C)(O)C(C)(C)C,C8H18O
CCCCCCOCCO,C8H18O2
CC(C)C(O)C(C)(C)CO,C8H18O2
CCCC(O)C(CC)CO,C8H18O2
CC(C)(C)OOC(C)(C)C,C8H18O2
CCOCCOC(C)(C)C,C8H18O2
CCCCCCC(O)CO,C8H18O2
CC(C)(C)[S](=O)(=O)C(C)(C)C,C8H18O2S
CCOCCOCCOCC,C8H18O3
CCCCOCCOCCO,C8H18O3
CC(C)CCOCC(O)CO,C8H18O3
CC(O)CCOCCC(C)O,C8H18O3
CCOC(CC(C)O)OCC,C8H18O3
CCCCO[P+](=O)OCCCC,C8H18O3P+
CCOCCOCCOCCO,C8H18O4
COCCOCCOCCOC,C8H18O4
CCC(C)([S](=O)(=O)CC)[S](=O)(=O)CC,C8H18O4S2
OCCOCCOCCOCCO,C8H18O5
CCC(C)(OO)OOC(C)(CC)OO,C8H18O6
CCCCS[S](=O)CCCC,C8H18OS2
C[Si](C)(O[Si](C)(C)C=C)C=C,C8H18OSi2
CCCC[Sn](=O)CCCC,C8H18OSn
[H+].[Cl-].CC(C)(N=NC(C)(C)C(N)=N)C(N)=N,C8H19ClN6
CCCCNCCCC,C8H19N
CCCCCCCCN,C8H19N
CCN(C(C)C)C(C)C,C8H19N
CCCCC(CC)CN,C8H19N
CC(C)N(CCO)C(C)C,C8H19NO
CCC(O)CNCC(O)CC,C8H19NO2
CCCCS(=O)(=O)NS(=O)(=O)CCCC,C8H19NO4S2
CC(O)=O.OCCN(CCO)CCO,C8H19NO5
CCCS[P](=O)(OCC)SCCC,C8H19O2PS2
CCO[P](=S)(OCC)SCCSCC,C8H19O2PS3
CCCCCCCC[P](O)(O)=O,C8H19O3P
CCO[P](=S)(OCC)OCCSCC,C8H19O3PS2
CCO[P](=O)(OCC)SCCSCC,C8H19O3PS2
CCO[P](=S)(OCC)SCC[S](=O)CC,C8H19O3PS3
CCO[P](=O)(OCC)OCC(C)C,C8H19O4P
CCCCO[P](=O)(OCC)OCC,C8H19O4P
CCCCO[P](O)(=O)OCCCC,C8H19O4P
CCCO[P](=O)(OCC)OCCC,C8H19O4P
CCO[P](=S)(OCC)SCC[S](=O)(=O)CC,C8H19O4PS3
[Br-].CC[N+](CC)(CC)CC,C8H20BrN
[Cl-].CC[N+](CC)(CC)CC,C8H20ClN
CC[C@H](C)[NH2+][C@H](C)CC,C8H20N+
CCN(CC)S(=O)(=O)N(CC)CC,C8H20N2O2S
CCN(CC)S(=O)N(CC)CC,C8H20N2OS
C1CNCCNCCNCCN1,C8H20N4
